State,Year,Season,Crop,Area,Rainfall,Production
Bihar,2008,Kharif,Arhar/Tur,5.0,1197.7,6.0
Bihar,2008,Kharif,Castor seed,164.0,1197.7,156.0
Bihar,2008,Kharif,Dry ginger,63.0,1197.7,86.0
Bihar,2008,Kharif,Jowar,81.0,1197.7,90.0
Bihar,2008,Kharif,Moong(Green Gram),304.0,1197.7,228.0
Bihar,2008,Kharif,Potato,2888.0,1197.7,20909.0
Bihar,2008,Kharif,Ragi,2722.0,1197.7,1669.0
Bihar,2008,Kharif,Sesamum,146.0,1197.7,113.0
Bihar,2008,Kharif,Small millets,4.0,1197.7,3.0
Bihar,2008,Kharif,Sweet potato,109.0,1197.7,2007.0
Bihar,2008,Kharif,Urad,1018.0,1197.7,856.0
Bihar,2008,Rabi,Barley,46.0,1197.7,50.0
Bihar,2008,Rabi,Gram,15.0,1197.7,14.0
Bihar,2008,Rabi,Khesari,1422.0,1197.7,1167.0
Bihar,2008,Rabi,Linseed,490.0,1197.7,415.0
Bihar,2008,Rabi,Maize,750.0,1197.7,3002.0
Bihar,2008,Rabi,Masoor,7985.0,1197.7,3785.0
Bihar,2008,Rabi,Peas & beans (Pulses),324.0,1197.7,312.0
Bihar,2008,Rabi,Potato,3923.0,1197.7,29932.0
Bihar,2008,Rabi,Rapeseed &Mustard,1265.0,1197.7,1300.0
Bihar,2008,Rabi,Sunflower,2.0,1197.7,3.0
Bihar,2008,Rabi,Sweet potato,194.0,1197.7,4473.0
Bihar,2008,Rabi,Wheat,94052.0,1197.7,148258.0
Bihar,2008,Kharif,Maize,657.0,1197.7,2121.0
Bihar,2008,Kharif,Moong(Green Gram),6336.0,1197.7,2085.0
Bihar,2008,Kharif,Rice,2097.0,1197.7,3613.0
Bihar,2008,Whole Year,Dry chillies,72.0,1197.7,45.0
Bihar,2008,Whole Year,Garlic,71.0,1197.7,113.0
Bihar,2008,Whole Year,Onion,727.0,1197.7,6710.0
Bihar,2008,Whole Year,Sugarcane,195.0,1197.7,6902.0
Bihar,2008,Whole Year,Turmeric,13.0,1197.7,14.0
Bihar,2008,Rabi,Rice,143906.0,1197.7,172002.0
Bihar,2009,Rabi,Maize,310.0,889.3,534.0
Bihar,2009,Rabi,Rice,44464.0,889.3,42806.0
Bihar,2009,Kharif,Arhar/Tur,4.0,889.3,2.0
Bihar,2009,Kharif,Horse-gram,335.0,889.3,323.0
Bihar,2009,Kharif,Jowar,83.0,889.3,87.0
Bihar,2009,Kharif,Moong(Green Gram),279.0,889.3,185.0
Bihar,2009,Kharif,Ragi,2622.0,889.3,2368.0
Bihar,2009,Kharif,Small millets,3.0,889.3,2.0
Bihar,2009,Kharif,Urad,976.0,889.3,966.0
Bihar,2009,Rabi,Barley,47.0,889.3,53.0
Bihar,2009,Rabi,Gram,11.0,889.3,12.0
Bihar,2009,Rabi,Khesari,1214.0,889.3,1258.0
Bihar,2009,Rabi,Linseed,429.0,889.3,363.0
Bihar,2009,Rabi,Maize,747.0,889.3,1736.0
Bihar,2009,Rabi,Masoor,8274.0,889.3,5544.0
Bihar,2009,Rabi,Peas & beans (Pulses),303.0,889.3,303.0
Bihar,2009,Rabi,Rapeseed &Mustard,1311.0,889.3,1068.0
Bihar,2009,Rabi,Wheat,95278.0,889.3,203052.0
Bihar,2009,Kharif,Maize,886.0,889.3,2725.0
Bihar,2009,Kharif,Moong(Green Gram),8071.0,889.3,3648.0
Bihar,2009,Kharif,Rice,2092.0,889.3,2223.0
Bihar,2009,Whole Year,Sugarcane,198.0,889.3,7732.0
Bihar,2009,Rabi,Rice,141813.0,889.3,234669.0
Bihar,2010,Rabi,Maize,307.0,629.2,540.0
Bihar,2010,Rabi,Rice,42514.0,629.2,28004.0
Bihar,2010,Kharif,Arhar/Tur,5.0,629.2,7.0
Bihar,2010,Kharif,Castor seed,166.0,629.2,159.0
Bihar,2010,Kharif,Horse-gram,323.0,629.2,305.0
Bihar,2010,Kharif,Moong(Green Gram),134.0,629.2,88.0
Bihar,2010,Kharif,Ragi,2287.0,629.2,1791.0
Bihar,2010,Kharif,Sesamum,242.0,629.2,191.0
Bihar,2010,Kharif,Urad,1041.0,629.2,908.0
Bihar,2010,Rabi,Barley,47.0,629.2,62.0
Bihar,2010,Rabi,Gram,9.0,629.2,9.0
Bihar,2010,Rabi,Khesari,1456.0,629.2,1433.0
Bihar,2010,Rabi,Linseed,410.0,629.2,335.0
Bihar,2010,Rabi,Maize,744.0,629.2,3299.0
Bihar,2010,Rabi,Masoor,8485.0,629.2,5821.0
Bihar,2010,Rabi,Peas & beans (Pulses),295.0,629.2,305.0
Bihar,2010,Rabi,Rapeseed &Mustard,1209.0,629.2,1178.0
Bihar,2010,Rabi,Sunflower,4.0,629.2,6.0
Bihar,2010,Rabi,Wheat,95184.0,629.2,225941.0
Bihar,2010,Kharif,Maize,545.0,629.2,2452.0
Bihar,2010,Kharif,Moong(Green Gram),6387.0,629.2,2746.0
Bihar,2010,Kharif,Rice,2091.0,629.2,3811.0
Bihar,2010,Whole Year,Sugarcane,173.0,629.2,9441.0
Bihar,2010,Rabi,Rice,135046.0,629.2,69524.0
Bihar,2011,Rabi,Maize,325.0,1097.1,758.0
Bihar,2011,Rabi,Rice,43649.0,1097.1,76386.0
Bihar,2011,Kharif,Arhar/Tur,10.0,1097.1,17.0
Bihar,2011,Kharif,Castor seed,93.0,1097.1,89.0
Bihar,2011,Kharif,Horse-gram,371.0,1097.1,353.0
Bihar,2011,Kharif,Moong(Green Gram),246.0,1097.1,167.0
Bihar,2011,Kharif,Ragi,1755.0,1097.1,1845.0
Bihar,2011,Kharif,Sesamum,223.0,1097.1,199.0
Bihar,2011,Kharif,Urad,824.0,1097.1,713.0
Bihar,2011,Rabi,Barley,69.0,1097.1,106.0
Bihar,2011,Rabi,Gram,9.0,1097.1,12.0
Bihar,2011,Rabi,Khesari,1080.0,1097.1,1366.0
Bihar,2011,Rabi,Linseed,387.0,1097.1,335.0
Bihar,2011,Rabi,Maize,203.0,1097.1,499.0
Bihar,2011,Rabi,Masoor,7212.0,1097.1,5726.0
Bihar,2011,Rabi,Peas & beans (Pulses),171.0,1097.1,176.0
Bihar,2011,Rabi,Rapeseed &Mustard,1227.0,1097.1,702.0
Bihar,2011,Rabi,Sunflower,7.0,1097.1,9.0
Bihar,2011,Rabi,Wheat,89940.0,1097.1,195171.0
Bihar,2011,Kharif,Maize,562.0,1097.1,2088.0
Bihar,2011,Kharif,Moong(Green Gram),6931.0,1097.1,4671.0
Bihar,2011,Kharif,Rice,2067.0,1097.1,3772.0
Bihar,2011,Rabi,Rice,133334.0,1097.1,212613.0
Bihar,2012,Rabi,Maize,322.0,1032.4,2180.0
Bihar,2012,Rabi,Rice,43215.0,1032.4,58130.0
Bihar,2012,Kharif,Arhar/Tur,25.0,1032.4,53.0
Bihar,2012,Kharif,Castor seed,92.0,1032.4,88.0
Bihar,2012,Kharif,Horse-gram,389.0,1032.4,377.0
Bihar,2012,Kharif,Moong(Green Gram),246.0,1032.4,55.0
Bihar,2012,Kharif,Ragi,1736.0,1032.4,2130.0
Bihar,2012,Kharif,Sesamum,218.0,1032.4,195.0
Bihar,2012,Kharif,Urad,957.0,1032.4,824.0
Bihar,2012,Rabi,Barley,88.0,1032.4,128.0
Bihar,2012,Rabi,Gram,35.0,1032.4,49.0
Bihar,2012,Rabi,Khesari,958.0,1032.4,1128.0
Bihar,2012,Rabi,Linseed,350.0,1032.4,303.0
Bihar,2012,Rabi,Maize,239.0,1032.4,780.0
Bihar,2012,Rabi,Masoor,6947.0,1032.4,6704.0
Bihar,2012,Rabi,Peas & beans (Pulses),108.0,1032.4,112.0
Bihar,2012,Rabi,Rapeseed &Mustard,1192.0,1032.4,132.0
Bihar,2012,Rabi,Sunflower,4.0,1032.4,5.0
Bihar,2012,Rabi,Wheat,92442.0,1032.4,191560.0
Bihar,2012,Kharif,Maize,244.0,1032.4,1035.0
Bihar,2012,Kharif,Moong(Green Gram),5424.0,1032.4,3504.0
Bihar,2012,Kharif,Rice,7504.0,1032.4,16052.0
Bihar,2012,Whole Year,Sugarcane,67.0,1032.4,3236.0
Bihar,2012,Rabi,Rice,122955.0,1032.4,115615.0
Bihar,2013,Rabi,Rice,43805.0,1069.9,34844.0
Bihar,2013,Kharif,Arhar/Tur,28.0,1069.9,42.0
Bihar,2013,Kharif,Castor seed,94.0,1069.9,89.0
Bihar,2013,Kharif,Horse-gram,343.0,1069.9,327.0
Bihar,2013,Kharif,Moong(Green Gram),281.0,1069.9,253.0
Bihar,2013,Kharif,Ragi,1755.0,1069.9,2074.0
Bihar,2013,Kharif,Sesamum,230.0,1069.9,204.0
Bihar,2013,Kharif,Urad,991.0,1069.9,905.0
Bihar,2013,Rabi,Barley,74.0,1069.9,103.0
Bihar,2013,Rabi,Gram,32.0,1069.9,37.0
Bihar,2013,Rabi,Khesari,956.0,1069.9,1067.0
Bihar,2013,Rabi,Linseed,349.0,1069.9,297.0
Bihar,2013,Rabi,Maize,259.0,1069.9,656.0
Bihar,2013,Rabi,Masoor,7273.0,1069.9,6319.0
Bihar,2013,Rabi,Peas & beans (Pulses),78.0,1069.9,83.0
Bihar,2013,Rabi,Rapeseed &Mustard,1260.0,1069.9,1448.0
Bihar,2013,Rabi,Sunflower,4.0,1069.9,5.0
Bihar,2013,Rabi,Wheat,94002.0,1069.9,199232.0
Bihar,2013,Kharif,Maize,250.0,1069.9,1206.0
Bihar,2013,Kharif,Moong(Green Gram),4952.0,1069.9,3496.0
Bihar,2013,Kharif,Rice,6908.0,1069.9,14024.0
Bihar,2013,Whole Year,Sugarcane,73.0,1069.9,4144.0
Bihar,2013,Rabi,Rice,125361.0,1069.9,112720.0
Bihar,2014,Rabi,Maize,192.0,1061.0,473.0
Bihar,2014,Rabi,Rice,85245.0,1061.0,123515.0
Bihar,2014,Kharif,Arhar/Tur,81.0,1061.0,92.0
Bihar,2014,Kharif,Castor seed,84.0,1061.0,80.0
Bihar,2014,Kharif,Horse-gram,321.0,1061.0,307.0
Bihar,2014,Kharif,Moong(Green Gram),102.0,1061.0,67.0
Bihar,2014,Kharif,Ragi,1635.0,1061.0,1305.0
Bihar,2014,Kharif,Sesamum,186.0,1061.0,167.0
Bihar,2014,Kharif,Urad,665.0,1061.0,607.0
Bihar,2014,Rabi,Barley,101.0,1061.0,112.0
Bihar,2014,Rabi,Gram,30.0,1061.0,29.0
Bihar,2014,Rabi,Khesari,887.0,1061.0,878.0
Bihar,2014,Rabi,Linseed,366.0,1061.0,315.0
Bihar,2014,Rabi,Maize,212.0,1061.0,600.0
Bihar,2014,Rabi,Masoor,7537.0,1061.0,4273.0
Bihar,2014,Rabi,Peas & beans (Pulses),35.0,1061.0,35.0
Bihar,2014,Rabi,Rapeseed &Mustard,1089.0,1061.0,676.0
Bihar,2014,Rabi,Wheat,90053.0,1061.0,70787.0
Bihar,2014,Kharif,Maize,214.0,1061.0,613.0
Bihar,2014,Kharif,Moong(Green Gram),5289.0,1061.0,3300.0
Bihar,2014,Kharif,Rice,7230.0,1061.0,12606.0
Bihar,2014,Whole Year,Sugarcane,94.0,1061.0,3361.0
Bihar,2014,Rabi,Rice,115911.0,1061.0,188450.0
Bihar,1997,Rabi,Rice,5.0,1303.7,5.0
Bihar,1997,Kharif,Arhar/Tur,371.0,1303.7,270.0
Bihar,1997,Kharif,Maize,8227.0,1303.7,6116.0
Bihar,1997,Kharif,Small millets,6.0,1303.7,6.0
Bihar,1997,Rabi,Barley,392.0,1303.7,132.0
Bihar,1997,Rabi,Gram,5061.0,1303.7,3517.0
Bihar,1997,Rabi,Linseed,112.0,1303.7,52.0
Bihar,1997,Rabi,Maize,696.0,1303.7,2629.0
Bihar,1997,Rabi,Rapeseed &Mustard,627.0,1303.7,461.0
Bihar,1997,Rabi,Sunflower,5.0,1303.7,3.0
Bihar,1997,Rabi,Wheat,15315.0,1303.7,23850.0
Bihar,1997,Kharif,Maize,507.0,1303.7,836.0
Bihar,1997,Kharif,Rice,23.0,1303.7,46.0
Bihar,1997,Whole Year,Coriander,10.0,1303.7,7.0
Bihar,1997,Whole Year,Dry chillies,3.0,1303.7,3.0
Bihar,1997,Whole Year,Onion,58.0,1303.7,517.0
Bihar,1997,Whole Year,Potato,803.0,1303.7,9188.0
Bihar,1997,Whole Year,Ragi,8.0,1303.7,7.0
Bihar,1997,Whole Year,Sweet potato,276.0,1303.7,3640.0
Bihar,1997,Rabi,Rice,32374.0,1303.7,51041.0
Bihar,1998,Kharif,Arhar/Tur,261.0,1332.5,348.0
Bihar,1998,Kharif,Maize,6392.0,1332.5,10246.0
Bihar,1998,Kharif,Ragi,5.0,1332.5,4.0
Bihar,1998,Kharif,Small millets,6.0,1332.5,3.0
Bihar,1998,Kharif,Sunflower,6.0,1332.5,6.0
Bihar,1998,Rabi,Barley,350.0,1332.5,347.0
Bihar,1998,Rabi,Gram,3496.0,1332.5,3164.0
Bihar,1998,Rabi,Linseed,96.0,1332.5,53.0
Bihar,1998,Rabi,Maize,777.0,1332.5,2781.0
Bihar,1998,Rabi,Rapeseed &Mustard,632.0,1332.5,701.0
Bihar,1998,Rabi,Wheat,16727.0,1332.5,25236.0
Bihar,1998,Kharif,Maize,814.0,1332.5,1446.0
Bihar,1998,Whole Year,Coriander,15.0,1332.5,14.0
Bihar,1998,Whole Year,Dry chillies,5.0,1332.5,4.0
Bihar,1998,Whole Year,Garlic,2.0,1332.5,3.0
Bihar,1998,Whole Year,Onion,130.0,1332.5,1968.0
Bihar,1998,Whole Year,Potato,1853.0,1332.5,18779.0
Bihar,1998,Whole Year,Sugarcane,12.0,1332.5,591.0
Bihar,1998,Whole Year,Sweet potato,168.0,1332.5,2323.0
Bihar,1998,Rabi,Rice,28598.0,1332.5,36210.0
Bihar,1999,Kharif,Arhar/Tur,54.0,1402.7,82.0
Bihar,1999,Kharif,Horse-gram,105.0,1402.7,83.0
Bihar,1999,Kharif,Jowar,76.0,1402.7,90.0
Bihar,1999,Kharif,Maize,7897.0,1402.7,8922.0
Bihar,1999,Kharif,Moong(Green Gram),131.0,1402.7,97.0
Bihar,1999,Kharif,Ragi,8.0,1402.7,8.0
Bihar,1999,Kharif,Sunflower,8.0,1402.7,8.0
Bihar,1999,Kharif,Urad,332.0,1402.7,259.0
Bihar,1999,Rabi,Gram,1451.0,1402.7,1123.0
Bihar,1999,Rabi,Khesari,316.0,1402.7,340.0
Bihar,1999,Rabi,Linseed,54.0,1402.7,30.0
Bihar,1999,Rabi,Maize,2284.0,1402.7,8348.0
Bihar,1999,Rabi,Masoor,730.0,1402.7,550.0
Bihar,1999,Rabi,Moong(Green Gram),183.0,1402.7,138.0
Bihar,1999,Rabi,Peas & beans (Pulses),188.0,1402.7,134.0
Bihar,1999,Rabi,Rapeseed &Mustard,246.0,1402.7,195.0
Bihar,1999,Rabi,Wheat,19020.0,1402.7,35893.0
Bihar,1999,Kharif,Maize,759.0,1402.7,2218.0
Bihar,1999,Kharif,Rice,7.0,1402.7,9.0
Bihar,1999,Whole Year,Onion,84.0,1402.7,5994.0
Bihar,1999,Whole Year,Potato,546.0,1402.7,6171.0
Bihar,1999,Whole Year,Sweet potato,11.0,1402.7,152.0
Bihar,2000,Rabi,Rice,30952.0,1207.0,46531.0
Bihar,2000,Kharif,Arhar/Tur,41.0,1207.0,73.0
Bihar,2000,Kharif,Horse-gram,87.0,1207.0,67.0
Bihar,2000,Kharif,Maize,7713.0,1207.0,9783.0
Bihar,2000,Kharif,Moong(Green Gram),149.0,1207.0,95.0
Bihar,2000,Kharif,Ragi,5.0,1207.0,5.0
Bihar,2000,Kharif,Sunflower,4.0,1207.0,4.0
Bihar,2000,Kharif,Urad,230.0,1207.0,139.0
Bihar,2000,Rabi,Barley,82.0,1207.0,78.0
Bihar,2000,Rabi,Gram,912.0,1207.0,635.0
Bihar,2000,Rabi,Khesari,191.0,1207.0,181.0
Bihar,2000,Rabi,Linseed,56.0,1207.0,38.0
Bihar,2000,Rabi,Maize,2157.0,1207.0,3138.0
Bihar,2000,Rabi,Masoor,430.0,1207.0,455.0
Bihar,2000,Rabi,Moong(Green Gram),144.0,1207.0,70.0
Bihar,2000,Rabi,Peas & beans (Pulses),178.0,1207.0,141.0
Bihar,2000,Rabi,Rapeseed &Mustard,212.0,1207.0,181.0
Bihar,2000,Rabi,Wheat,22802.0,1207.0,38970.0
Bihar,2000,Kharif,Maize,1293.0,1207.0,3677.0
Bihar,2000,Kharif,Rice,175.0,1207.0,243.0
Bihar,2000,Whole Year,Onion,68.0,1207.0,536.0
Bihar,2000,Whole Year,Potato,549.0,1207.0,6306.0
Bihar,2000,Whole Year,Sweet potato,33.0,1207.0,402.0
Bihar,2001,Rabi,Maize,4858.0,1247.0,7518.0
Bihar,2001,Rabi,Rice,26296.0,1247.0,37781.0
Bihar,2001,Kharif,Arhar/Tur,51.0,1247.0,72.0
Bihar,2001,Kharif,Horse-gram,187.0,1247.0,150.0
Bihar,2001,Kharif,Moong(Green Gram),154.0,1247.0,129.0
Bihar,2001,Kharif,Rice,167.0,1247.0,279.0
Bihar,2001,Kharif,Sunflower,10.0,1247.0,12.0
Bihar,2001,Kharif,Urad,274.0,1247.0,210.0
Bihar,2001,Rabi,Barley,84.0,1247.0,50.0
Bihar,2001,Rabi,Gram,1318.0,1247.0,911.0
Bihar,2001,Rabi,Khesari,147.0,1247.0,110.0
Bihar,2001,Rabi,Linseed,64.0,1247.0,45.0
Bihar,2001,Rabi,Maize,1814.0,1247.0,5183.0
Bihar,2001,Rabi,Masoor,789.0,1247.0,514.0
Bihar,2001,Rabi,Peas & beans (Pulses),117.0,1247.0,119.0
Bihar,2001,Rabi,Rapeseed &Mustard,240.0,1247.0,246.0
Bihar,2001,Rabi,Wheat,21320.0,1247.0,31234.0
Bihar,2001,Kharif,Maize,1285.0,1247.0,3141.0
Bihar,2001,Kharif,Rice,352.0,1247.0,465.0
Bihar,2001,Whole Year,Onion,73.0,1247.0,1064.0
Bihar,2001,Whole Year,Potato,406.0,1247.0,4121.0
Bihar,2001,Whole Year,Sweet potato,55.0,1247.0,736.0
Bihar,2002,Rabi,Maize,5135.0,1105.8,7907.0
Bihar,2002,Kharif,Arhar/Tur,92.0,1105.8,104.0
Bihar,2002,Kharif,Horse-gram,228.0,1105.8,181.0
Bihar,2002,Kharif,Moong(Green Gram),111.0,1105.8,40.0
Bihar,2002,Kharif,Urad,113.0,1105.8,80.0
Bihar,2002,Rabi,Barley,91.0,1105.8,79.0
Bihar,2002,Rabi,Gram,845.0,1105.8,496.0
Bihar,2002,Rabi,Khesari,108.0,1105.8,95.0
Bihar,2002,Rabi,Linseed,93.0,1105.8,71.0
Bihar,2002,Rabi,Maize,495.0,1105.8,731.0
Bihar,2002,Rabi,Masoor,516.0,1105.8,405.0
Bihar,2002,Rabi,Peas & beans (Pulses),108.0,1105.8,96.0
Bihar,2002,Rabi,Rapeseed &Mustard,230.0,1105.8,163.0
Bihar,2002,Rabi,Wheat,19350.0,1105.8,22678.0
Bihar,2002,Kharif,Maize,1065.0,1105.8,2624.0
Bihar,2002,Kharif,Moong(Green Gram),182.0,1105.8,91.0
Bihar,2002,Whole Year,Onion,19.0,1105.8,163.0
Bihar,2002,Whole Year,Potato,580.0,1105.8,6099.0
Bihar,2002,Whole Year,Sweet potato,69.0,1105.8,1016.0
Bihar,2002,Rabi,Rice,23411.0,1105.8,27926.0
Bihar,2003,Kharif,Arhar/Tur,56.0,1353.9,60.0
Bihar,2003,Kharif,Horse-gram,344.0,1353.9,254.0
Bihar,2003,Kharif,Maize,10374.0,1353.9,12105.0
Bihar,2003,Kharif,Moong(Green Gram),194.0,1353.9,102.0
Bihar,2003,Kharif,Small millets,45.0,1353.9,35.0
Bihar,2003,Kharif,Sunflower,16.0,1353.9,23.0
Bihar,2003,Kharif,Urad,318.0,1353.9,236.0
Bihar,2003,Rabi,Barley,49.0,1353.9,43.0
Bihar,2003,Rabi,Gram,1119.0,1353.9,942.0
Bihar,2003,Rabi,Khesari,133.0,1353.9,133.0
Bihar,2003,Rabi,Linseed,70.0,1353.9,52.0
Bihar,2003,Rabi,Maize,2260.0,1353.9,5327.0
Bihar,2003,Rabi,Masoor,544.0,1353.9,278.0
Bihar,2003,Rabi,Peas & beans (Pulses),266.0,1353.9,248.0
Bihar,2003,Rabi,Rapeseed &Mustard,336.0,1353.9,345.0
Bihar,2003,Rabi,Wheat,22780.0,1353.9,41423.0
Bihar,2003,Kharif,Maize,1171.0,1353.9,3681.0
Bihar,2003,Kharif,Moong(Green Gram),113.0,1353.9,55.0
Bihar,2003,Kharif,Rice,1.0,1353.9,1.0
Bihar,2003,Whole Year,Onion,39.0,1353.9,370.0
Bihar,2003,Whole Year,Potato,621.0,1353.9,6717.0
Bihar,2003,Whole Year,Sweet potato,261.0,1353.9,3531.0
Bihar,2003,Rabi,Rice,25974.0,1353.9,38980.0
Bihar,2004,Kharif,Arhar/Tur,78.0,1147.8,119.0
Bihar,2004,Kharif,Horse-gram,360.0,1147.8,291.0
Bihar,2004,Kharif,Maize,8676.0,1147.8,13003.0
Bihar,2004,Kharif,Moong(Green Gram),122.0,1147.8,70.0
Bihar,2004,Kharif,Small millets,40.0,1147.8,33.0
Bihar,2004,Kharif,Sunflower,37.0,1147.8,50.0
Bihar,2004,Kharif,Urad,203.0,1147.8,152.0
Bihar,2004,Rabi,Barley,38.0,1147.8,40.0
Bihar,2004,Rabi,Gram,985.0,1147.8,830.0
Bihar,2004,Rabi,Khesari,74.0,1147.8,37.0
Bihar,2004,Rabi,Linseed,146.0,1147.8,123.0
Bihar,2004,Rabi,Maize,2009.0,1147.8,3397.0
Bihar,2004,Rabi,Masoor,661.0,1147.8,325.0
Bihar,2004,Rabi,Peas & beans (Pulses),637.0,1147.8,561.0
Bihar,2004,Rabi,Rapeseed &Mustard,345.0,1147.8,273.0
Bihar,2004,Rabi,Wheat,18418.0,1147.8,34678.0
Bihar,2004,Kharif,Maize,1182.0,1147.8,2609.0
Bihar,2004,Kharif,Moong(Green Gram),100.0,1147.8,46.0
Bihar,2004,Whole Year,Onion,63.0,1147.8,367.0
Bihar,2004,Whole Year,Potato,605.0,1147.8,5956.0
Bihar,2004,Whole Year,Sweet potato,349.0,1147.8,5139.0
Bihar,2004,Rabi,Rice,25617.0,1147.8,38474.0
Bihar,2005,Rabi,Rice,10.0,907.8,9.0
Bihar,2005,Kharif,Arhar/Tur,98.0,907.8,152.0
Bihar,2005,Kharif,Horse-gram,454.0,907.8,390.0
Bihar,2005,Kharif,Maize,8378.0,907.8,12545.0
Bihar,2005,Kharif,Moong(Green Gram),152.0,907.8,89.0
Bihar,2005,Kharif,Small millets,20.0,907.8,15.0
Bihar,2005,Kharif,Sunflower,4.0,907.8,5.0
Bihar,2005,Kharif,Urad,292.0,907.8,214.0
Bihar,2005,Rabi,Barley,26.0,907.8,22.0
Bihar,2005,Rabi,Gram,790.0,907.8,749.0
Bihar,2005,Rabi,Khesari,87.0,907.8,105.0
Bihar,2005,Rabi,Linseed,140.0,907.8,115.0
Bihar,2005,Rabi,Maize,756.0,907.8,1510.0
Bihar,2005,Rabi,Masoor,464.0,907.8,466.0
Bihar,2005,Rabi,Peas & beans (Pulses),172.0,907.8,167.0
Bihar,2005,Rabi,Rapeseed &Mustard,220.0,907.8,140.0
Bihar,2005,Rabi,Wheat,19181.0,907.8,26752.0
Bihar,2005,Kharif,Maize,1825.0,907.8,3190.0
Bihar,2005,Kharif,Moong(Green Gram),68.0,907.8,42.0
Bihar,2005,Kharif,Rice,103.0,907.8,112.0
Bihar,2005,Whole Year,Onion,50.0,907.8,437.0
Bihar,2005,Whole Year,Potato,549.0,907.8,4758.0
Bihar,2005,Whole Year,Sweet potato,75.0,907.8,1119.0
Bihar,2005,Rabi,Rice,24716.0,907.8,34856.0
Bihar,2006,Rabi,Rice,695.0,1052.8,614.0
Bihar,2006,Kharif,Arhar/Tur,167.0,1052.8,154.0
Bihar,2006,Kharif,Maize,4200.0,1052.8,5863.0
Bihar,2006,Kharif,Moong(Green Gram),132.0,1052.8,83.0
Bihar,2006,Kharif,Urad,485.0,1052.8,355.0
Bihar,2006,Rabi,Barley,13.0,1052.8,20.0
Bihar,2006,Rabi,Gram,602.0,1052.8,502.0
Bihar,2006,Rabi,Khesari,97.0,1052.8,120.0
Bihar,2006,Rabi,Linseed,216.0,1052.8,177.0
Bihar,2006,Rabi,Maize,1820.0,1052.8,3802.0
Bihar,2006,Rabi,Masoor,599.0,1052.8,508.0
Bihar,2006,Rabi,Peas & beans (Pulses),166.0,1052.8,154.0
Bihar,2006,Rabi,Rapeseed &Mustard,299.0,1052.8,164.0
Bihar,2006,Rabi,Sunflower,31.0,1052.8,44.0
Bihar,2006,Rabi,Wheat,18205.0,1052.8,33736.0
Bihar,2006,Kharif,Maize,1768.0,1052.8,5796.0
Bihar,2006,Kharif,Moong(Green Gram),98.0,1052.8,52.0
Bihar,2006,Rabi,Rice,29332.0,1052.8,59079.0
Bihar,2007,Rabi,Maize,4109.0,1600.2,4365.0
Bihar,2007,Rabi,Rice,40.0,1600.2,31.0
Bihar,2007,Kharif,Arhar/Tur,121.0,1600.2,173.0
Bihar,2007,Kharif,Moong(Green Gram),133.0,1600.2,72.0
Bihar,2007,Kharif,Urad,399.0,1600.2,317.0
Bihar,2007,Rabi,Barley,12.0,1600.2,14.0
Bihar,2007,Rabi,Gram,860.0,1600.2,1022.0
Bihar,2007,Rabi,Khesari,158.0,1600.2,152.0
Bihar,2007,Rabi,Linseed,260.0,1600.2,213.0
Bihar,2007,Rabi,Maize,817.0,1600.2,1983.0
Bihar,2007,Rabi,Masoor,804.0,1600.2,704.0
Bihar,2007,Rabi,Peas & beans (Pulses),202.0,1600.2,200.0
Bihar,2007,Rabi,Rapeseed &Mustard,267.0,1600.2,194.0
Bihar,2007,Rabi,Sunflower,28.0,1600.2,42.0
Bihar,2007,Rabi,Wheat,18746.0,1600.2,42369.0
Bihar,2007,Kharif,Maize,1507.0,1600.2,4893.0
Bihar,2007,Kharif,Moong(Green Gram),98.0,1600.2,93.0
Bihar,2007,Whole Year,Onion,67.0,1600.2,573.0
Bihar,2007,Whole Year,Potato,602.0,1600.2,5249.0
Bihar,2007,Whole Year,Sugarcane,9.0,1600.2,130.0
Bihar,2007,Whole Year,Sweet potato,219.0,1600.2,2917.0
Bihar,2007,Rabi,Rice,31467.0,1600.2,56952.0
Bihar,2008,Rabi,Maize,3547.0,1197.7,3437.0
Bihar,2008,Kharif,Arhar/Tur,136.0,1197.7,237.0
Bihar,2008,Kharif,Moong(Green Gram),149.0,1197.7,85.0
Bihar,2008,Kharif,Potato,280.0,1197.7,2100.0
Bihar,2008,Kharif,Small millets,20.0,1197.7,16.0
Bihar,2008,Kharif,Sweet potato,255.0,1197.7,3460.0
Bihar,2008,Kharif,Urad,247.0,1197.7,209.0
Bihar,2008,Rabi,Barley,24.0,1197.7,16.0
Bihar,2008,Rabi,Gram,1018.0,1197.7,841.0
Bihar,2008,Rabi,Khesari,293.0,1197.7,284.0
Bihar,2008,Rabi,Linseed,369.0,1197.7,303.0
Bihar,2008,Rabi,Maize,833.0,1197.7,2546.0
Bihar,2008,Rabi,Masoor,845.0,1197.7,472.0
Bihar,2008,Rabi,Peas & beans (Pulses),212.0,1197.7,204.0
Bihar,2008,Rabi,Potato,281.0,1197.7,396.0
Bihar,2008,Rabi,Rapeseed &Mustard,617.0,1197.7,477.0
Bihar,2008,Rabi,Sunflower,28.0,1197.7,42.0
Bihar,2008,Rabi,Wheat,19131.0,1197.7,34392.0
Bihar,2008,Kharif,Maize,1617.0,1197.7,5210.0
Bihar,2008,Kharif,Moong(Green Gram),183.0,1197.7,123.0
